contrast,progress_window,medication,Sex,odds.ratio,SE,df,null,z.ratio,p.value
ASD / CTRL,13,OXT,m,0.8222896644936856,0.36148503101074025,Inf,1,-0.4450842602369111,0.656258862998151
ASD / CTRL,14,OXT,m,0.8730913090159653,0.3845478571614239,Inf,1,-0.3081325350567645,0.7579814854489112
ASD / CTRL,15,OXT,m,1.0087181839496564,0.44181189526958337,Inf,1,0.019818564071950873,0.9841881088036806
ASD / CTRL,16,OXT,m,1.8037051708591372,0.7683420241764558,Inf,1,1.3846734852825633,0.16615233016789144
ASD / CTRL,17,OXT,m,1.1623313856558162,0.5068825486334276,Inf,1,0.34494570309155215,0.730135190757988
ASD / CTRL,18,OXT,m,1.3737481048064992,0.6004853617550967,Inf,1,0.726452153976273,0.4675616287599636
ASD / CTRL,19,OXT,m,1.2513303265022802,0.5499078258681289,Inf,1,0.5101897334134134,0.609918544079136
ASD / CTRL,20,OXT,m,0.9584818444048097,0.42359935468290955,Inf,1,-0.09594937928456077,0.9235607764620529
ASD / CTRL,21,OXT,m,0.8719013912280934,0.3852601866958479,Inf,1,-0.3102301429334421,0.7563859497831332
ASD / CTRL,22,OXT,m,0.7800772639544522,0.34357056803731945,Inf,1,-0.5639068290560453,0.5728175422219354
ASD / CTRL,23,OXT,m,0.881239964794181,0.38778101933378384,Inf,1,-0.2873039996371727,0.7738795604349719
ASD / CTRL,24,OXT,m,0.9358228411557916,0.41327586093623525,Inf,1,-0.15019575503439753,0.8806101748979663
ASD / CTRL,25,OXT,m,0.9260396179669141,0.4080764088159752,Inf,1,-0.17436752670367267,0.8615766332849495
ASD / CTRL,26,OXT,m,0.8403904939475187,0.373059415996044,Inf,1,-0.3917186865668682,0.6952660813817648
ASD / CTRL,27,OXT,m,0.741285336471564,0.3298426903658769,Inf,1,-0.6728005330926813,0.5010741985655895
ASD / CTRL,28,OXT,m,0.7359805175605242,0.3278578824622374,Inf,1,-0.6881519107478542,0.49135712353843547
ASD / CTRL,29,OXT,m,0.7229590764684488,0.32217887015660857,Inf,1,-0.7279491915672482,0.46664468908114054
ASD / CTRL,30,OXT,m,0.7024644104075944,0.31390916752571885,Inf,1,-0.7903009419765767,0.42935203683116446
ASD / CTRL,31,OXT,m,0.7319049329623132,0.32598577922428706,Inf,1,-0.7007389429261967,0.4834659481485378
ASD / CTRL,32,OXT,m,0.7182885973145968,0.3203697464588008,Inf,1,-0.7418618493748811,0.4581710425811252
ASD / CTRL,33,OXT,m,0.631778981674319,0.28232221082691844,Inf,1,-1.0276300977924728,0.30412386077586007
ASD / CTRL,34,OXT,m,0.6747727418983374,0.29908438673923005,Inf,1,-0.887514214955883,0.37480211647790174
ASD / CTRL,35,OXT,m,0.5965782744361441,0.2644008959552245,Inf,1,-1.1655006620761,0.24381639237900565
ASD / CTRL,36,OXT,m,0.6698594498858165,0.29441687035206504,Inf,1,-0.911646868273933,0.3619546417122288
ASD / CTRL,37,OXT,m,0.866554837463221,0.3816914311637792,Inf,1,-0.3251751025998384,0.7450485508721112
ASD / CTRL,01,PLA,m,1.0487299675102766,0.4808105764310919,Inf,1,0.10377983687811532,0.9173440678951124
ASD / CTRL,02,PLA,m,0.9481287411676491,0.42854754375498005,Inf,1,-0.11784471068060114,0.9061907023440221
ASD / CTRL,03,PLA,m,0.9015759373534867,0.4080562576916951,Inf,1,-0.22892233016586638,0.8189292844166842
ASD / CTRL,04,PLA,m,0.7525186229437398,0.3391385239742559,Inf,1,-0.6309022853183521,0.5281044174998286
ASD / CTRL,05,PLA,m,0.779354930698074,0.35358307772252434,Inf,1,-0.5494730946882511,0.5826808238088852
ASD / CTRL,06,PLA,m,0.789270626985201,0.3611772450453021,Inf,1,-0.5171359844691475,0.6050612354784721
ASD / CTRL,07,PLA,m,0.678054738567094,0.3116785278412787,Inf,1,-0.8452386849322705,0.3979775873590808
ASD / CTRL,08,PLA,m,0.6494894200024683,0.2988077802723372,Inf,1,-0.9380589939028343,0.3482140935777231
ASD / CTRL,09,PLA,m,0.6988668675466763,0.3187297561528125,Inf,1,-0.7856201399210822,0.4320900618619813
ASD / CTRL,10,PLA,m,0.7187918590061698,0.32574515205601345,Inf,1,-0.7285854426504966,0.46625528589804477
ASD / CTRL,11,PLA,m,0.9120812656446896,0.4110207984906408,Inf,1,-0.20421195310610338,0.8381878709493755
ASD / CTRL,12,PLA,m,1.2302890684991161,0.5542522482334257,Inf,1,0.4600366942936684,0.6454898822715206
ASD / CTRL,13,PLA,m,1.5243801117561409,0.6848069934973449,Inf,1,0.9384543817890189,0.3480109499785938
ASD / CTRL,14,PLA,m,1.0623979179501188,0.47046999665581574,Inf,1,0.13668330670509032,0.8912811250009459
ASD / CTRL,15,PLA,m,1.268712380415105,0.567025724355843,Inf,1,0.5325273989571195,0.5943607705001903
ASD / CTRL,16,PLA,m,1.0576711450709855,0.4704499639457948,Inf,1,0.1260560156328469,0.8996875840999885
ASD / CTRL,17,PLA,m,0.9994918140761575,0.45003360458905833,Inf,1,-0.001128930751651087,0.9990992437743753
ASD / CTRL,18,PLA,m,1.301731755755551,0.5856114251379316,Inf,1,0.5861579685688673,0.5577693640725002
ASD / CTRL,19,PLA,m,0.614363168577899,0.2750729473083436,Inf,1,-1.088070352298195,0.2765640508570231
ASD / CTRL,20,PLA,m,1.1367454936782329,0.5098137998925416,Inf,1,0.2857826337817492,0.7750446098973829
ASD / CTRL,21,PLA,m,1.3447823491682078,0.6069470418330215,Inf,1,0.6563468910406265,0.5116009533798647
ASD / CTRL,22,PLA,m,1.1313581173578942,0.511931289435494,Inf,1,0.272753095820247,0.7850430169554413
ASD / CTRL,23,PLA,m,1.2154640006603377,0.5508424780401415,Inf,1,0.43055594545912573,0.6667912796972032
ASD / CTRL,24,PLA,m,1.0545248677898005,0.48304077120784117,Inf,1,0.1159012826657141,0.9077307791284126
ASD / CTRL,25,PLA,m,0.9509772259270401,0.43717664571007997,Inf,1,-0.10934030192039133,0.9129325818915047
ASD / CTRL,26,PLA,m,0.8034092387937426,0.36708870655634257,Inf,1,-0.47906430992661647,0.6318928788847795
ASD / CTRL,27,PLA,m,0.8556265749100407,0.3872132898981392,Inf,1,-0.34453972002995625,0.7304404301349388
ASD / CTRL,28,PLA,m,1.0630530344304732,0.479899195746739,Inf,1,0.1354458750770867,0.8922593552209462
ASD / CTRL,29,PLA,m,1.2318374324695098,0.5510416111101031,Inf,1,0.4661110920287352,0.6411359841209081
ASD / CTRL,30,PLA,m,1.447024291315222,0.6462309289772157,Inf,1,0.8273959272910149,0.40801268822302594
ASD / CTRL,31,PLA,m,1.3253870810516795,0.5924267019943041,Inf,1,0.6302342121243457,0.5285413585185585
ASD / CTRL,32,PLA,m,1.2633209918386374,0.5637108519759866,Inf,1,0.5238388654370023,0.60039061871659
ASD / CTRL,33,PLA,m,0.978324958131816,0.4390028518899862,Inf,1,-0.048834357766175285,0.9610513012903027
ASD / CTRL,34,PLA,m,1.02481718198834,0.46300787052539777,Inf,1,0.054259578601154504,0.9567283536886564
ASD / CTRL,35,PLA,m,1.0723152203269155,0.4869060390160727,Inf,1,0.1537650303254733,0.8777950076177894
ASD / CTRL,36,PLA,m,1.3750392603805808,0.6242196562096922,Inf,1,0.7015569591365632,0.4829555012763472
ASD / CTRL,37,PLA,m,1.9732916142767427,0.8956651276179499,Inf,1,1.497493008743506,0.13426502337547142
