contrast,progress_window,medication,odds.ratio,SE,df,null,z.ratio,p.value
ASD / CTRL,37,BOTH,1.1078993708290987,0.3641317989445288,Inf,1,0.3117600698638174,0.7552228722271012
ASD / CTRL,01,NAL,0.6797571442451984,0.22669273705324772,Inf,1,-1.1575123331826254,0.24706310340422882
ASD / CTRL,02,NAL,0.6735290280306496,0.22639959507352747,Inf,1,-1.1757748960521397,0.2396848405705323
ASD / CTRL,03,NAL,0.6849395043570671,0.2297435683892858,Inf,1,-1.1282059775411968,0.25923294006236985
ASD / CTRL,04,NAL,0.7491400936759258,0.2519084199476386,Inf,1,-0.8589374977092705,0.39037500010051185
ASD / CTRL,05,NAL,0.7013987928188307,0.23504532003676176,Inf,1,-1.0583966768320479,0.2898746338579826
ASD / CTRL,06,NAL,0.6448469735691975,0.21563406126986537,Inf,1,-1.3120450654753564,0.18950492956463122
ASD / CTRL,07,NAL,0.7415349108977654,0.2489423347820246,Inf,1,-0.8907421740266045,0.37306750378941905
ASD / CTRL,08,NAL,0.6670052627598374,0.22341307895467485,Inf,1,-1.209010144676121,0.22665894797236943
ASD / CTRL,09,NAL,0.6766759214444389,0.22674191411890676,Inf,1,-1.1655738915777512,0.2437867688648417
ASD / CTRL,10,NAL,0.6134262681940108,0.20660182890648351,Inf,1,-1.450996232911353,0.14678090918430828
ASD / CTRL,11,NAL,0.6916236453351693,0.23267555276156354,Inf,1,-1.0959933641607145,0.27308167847514614
ASD / CTRL,12,NAL,0.6951075319985783,0.23304881901297964,Inf,1,-1.0847631487271836,0.2780265709536908
ASD / CTRL,13,NAL,0.8082911851006774,0.2726077023899363,Inf,1,-0.6310568694539076,0.5280033408085762
ASD / CTRL,14,NAL,0.8535143238499469,0.28755267404252355,Inf,1,-0.47014222987638904,0.6382534047341017
ASD / CTRL,15,NAL,0.7977167882722113,0.26879331070251544,Inf,1,-0.670720960542916,0.5023983074136582
ASD / CTRL,16,NAL,0.8404057550203474,0.28359578186151774,Inf,1,-0.5152465103738625,0.6063807717562567
ASD / CTRL,17,NAL,0.69158854446103,0.2324866490935696,Inf,1,-1.0969792056723868,0.2726504822901881
ASD / CTRL,18,NAL,0.7165026967887204,0.2419510090991451,Inf,1,-0.9872364094119584,0.3235267565819845
ASD / CTRL,19,NAL,0.64100895415691606,0.21731462849576685,Inf,1,-1.3117583562594466,0.18960167993088714
ASD / CTRL,20,NAL,0.5799737900372129,0.19744239121103163,Inf,1,-1.6002323103453606,0.10954705686146679
ASD / CTRL,21,NAL,0.8056939149732388,0.2744366601471279,Inf,1,-0.6342857815650217,0.52589433394362906
ASD / CTRL,22,NAL,0.783632399244696,0.2652537191536192,Inf,1,-0.7202972598093309,0.4713419915318242
ASD / CTRL,23,NAL,0.9299709177339465,0.3130247517746855,Inf,1,-0.21569449458785514,0.8292258928956383
ASD / CTRL,24,NAL,0.9658216720082142,0.3253408815273751,Inf,1,-0.10323780521397809,0.9177742359759059
ASD / CTRL,25,NAL,0.8803381666532583,0.29508220133715185,Inf,1,-0.3802274884197308,0.7037765560328151
ASD / CTRL,26,NAL,0.9278682716859065,0.31051480626691647,Inf,1,-0.223710191029277,0.8229828156181583
ASD / CTRL,27,NAL,0.8899266678572749,0.297931169733271,Inf,1,-0.34833508695239473,0.727588546290832
ASD / CTRL,28,NAL,0.9844558048235997,0.3300384792393961,Inf,1,-0.04673016712845851,0.9627282867108631
ASD / CTRL,29,NAL,0.9782540402922634,0.3282456793813781,Inf,1,-0.06552343229162721,0.9477572501509648
ASD / CTRL,30,NAL,0.9244005913409469,0.3110706941630901,Inf,1,-0.23360255660802728,0.8152935427738831
ASD / CTRL,31,NAL,0.9204112419459771,0.3077115680835678,Inf,1,-0.2480700900169607,0.8040801771241763
ASD / CTRL,32,NAL,0.8091959901959287,0.2705897005025476,Inf,1,-0.6331291394773132,0.5266493147866653
ASD / CTRL,33,NAL,0.7398263098695055,0.24759076018030846,Inf,1,-0.9004340035138106,0.367889331935645
ASD / CTRL,34,NAL,0.6999244584076741,0.2341089871622061,Inf,1,-1.0666871763746792,0.28611311973107617
ASD / CTRL,35,NAL,0.7919592768951116,0.2654041849249146,Inf,1,-0.695998009104035,0.48643007655539283
ASD / CTRL,36,NAL,0.8051418711268598,0.2692493194162355,Inf,1,-0.6481125252288766,0.5169121734500617
ASD / CTRL,37,NAL,0.7397632484058198,0.24722348518384749,Inf,1,-0.9019498900000434,0.3670834873894628
ASD / CTRL,01,OXT,0.9750095367106544,0.3145123384645784,Inf,1,-0.07845659600021117,0.9374648551249088
ASD / CTRL,02,OXT,0.8779319540173525,0.2846188031271223,Inf,1,-0.4015708535463464,0.6879998837615594
ASD / CTRL,03,OXT,0.95635235521587,0.3105867096088315,Inf,1,-0.1374202933474716,0.8906985914424596
ASD / CTRL,04,OXT,0.9684031976855677,0.31464659677251205,Inf,1,-0.09881651834265959,0.9212839529446496
ASD / CTRL,05,OXT,1.0619061402665833,0.3447273730095134,Inf,1,0.18502726911687983,0.8532076471792854
ASD / CTRL,06,OXT,0.9811570179403085,0.3166621091843877,Inf,1,-0.058940829507552854,0.9529992373183496
ASD / CTRL,07,OXT,0.8230752130663682,0.2650838110562533,Inf,1,-0.6045600285412511,0.545471372237553
ASD / CTRL,08,OXT,0.8364442124586401,0.26947173129232616,Inf,1,-0.5543629078107445,0.5793305056939371
ASD / CTRL,09,OXT,0.7851989562873284,0.25222314084886466,Inf,1,-0.7528070384983483,0.45156587659293546
ASD / CTRL,10,OXT,0.7610100240044049,0.2448543300616452,Inf,1,-0.848825077446065,0.3959786338092793
ASD / CTRL,11,OXT,0.8266845974615442,0.26579869066780853,Inf,1,-0.5919689221508413,0.5538713993831978
ASD / CTRL,12,OXT,0.7509158438242675,0.2420414973164316,Inf,1,-0.8887262134653092,0.3741502395300908
ASD / CTRL,13,OXT,0.8473650109687456,0.2752649432420837,Inf,1,-0.509849723004681,0.6101567474512024
ASD / CTRL,14,OXT,0.8630084757900767,0.2810972447239483,Inf,1,-0.45232638433594746,0.6510338712628554
ASD / CTRL,15,OXT,0.9111262944598725,0.29709496294225374,Inf,1,-0.28543718110443683,0.7753092253892706
ASD / CTRL,16,OXT,0.8621070773266517,0.2826310823518288,Inf,1,-0.4525893723827359,0.6508444528939266
ASD / CTRL,17,OXT,0.9265452487815848,0.3018144884125014,Inf,1,-0.23421127807828931,0.8148209598570167
ASD / CTRL,18,OXT,0.8229130349389023,0.26761393351301355,Inf,1,-0.5993322510979512,0.5489513453530361
ASD / CTRL,19,OXT,0.8969447250326453,0.29153300224366385,Inf,1,-0.3346195495432174,0.7379120958600309
ASD / CTRL,20,OXT,0.8019482072262273,0.2595948432132052,Inf,1,-0.6818278485123829,0.49534781276991086
ASD / CTRL,21,OXT,0.7717283502480231,0.24991712202075175,Inf,1,-0.8001544995653935,0.42362128826089845
ASD / CTRL,22,OXT,0.7238253723009562,0.23365370374739455,Inf,1,-1.0012426866801134,0.3167094939383188
ASD / CTRL,23,OXT,0.7119697467383023,0.23048259285777137,Inf,1,-1.0494079356781048,0.29399040739296617
ASD / CTRL,24,OXT,0.7100970938065997,0.2289838605719623,Inf,1,-1.0616655339272472,0.2883875513652702
ASD / CTRL,25,OXT,0.6706464325438821,0.21606849864389382,Inf,1,-1.2400331781039606,0.21496312266493944
ASD / CTRL,26,OXT,0.6798271658493237,0.2182356621355691,Inf,1,-1.2021712717430426,0.22929717733282642
ASD / CTRL,27,OXT,0.7392044672600604,0.2368245423600718,Inf,1,-0.9432018001376944,0.34557769281615913
ASD / CTRL,28,OXT,0.7408526601661204,0.23648139370057247,Inf,1,-0.9396991208800927,0.34737191621649655
ASD / CTRL,29,OXT,0.7838235035573343,0.2500607067774063,Inf,1,-0.7634825801028658,0.4451756473319473
ASD / CTRL,30,OXT,0.8883880522874286,0.28299906702020405,Inf,1,-0.37151266336415256,0.7102557257868489
ASD / CTRL,31,OXT,0.75760946575656,0.2414131583546876,Inf,1,-0.8711319803106926,0.38368209422084715
ASD / CTRL,32,OXT,0.8667149181721554,0.27785703959953906,Inf,1,-0.44619845988576357,0.6554538953262905
ASD / CTRL,33,OXT,0.7959770249713682,0.2567245787330315,Inf,1,-0.7074896522892754,0.47926224092573466
ASD / CTRL,34,OXT,0.7766773862565305,0.25060238399509205,Inf,1,-0.7832720618992193,0.43346736569903493
ASD / CTRL,35,OXT,0.7110873531950255,0.2293992623554366,Inf,1,-1.0569011399273018,0.29055670816513185
ASD / CTRL,36,OXT,0.6607198893892081,0.21318816279454314,Inf,1,-1.2844007506391948,0.19900177045446615
ASD / CTRL,37,OXT,0.6892745943334861,0.22198148534502302,Inf,1,-1.1554557907506087,0.2479038265712727
ASD / CTRL,01,PLA,0.6429128022624431,0.20800431495408328,Inf,1,-1.3653768247402758,0.1721346440484021
ASD / CTRL,02,PLA,0.6777650583196329,0.21847645207192978,Inf,1,-1.2066280653192023,0.22757541338244647
ASD / CTRL,03,PLA,0.696400848924128,0.22449675402049651,Inf,1,-1.1224154097356365,0.2616858555062693
ASD / CTRL,04,PLA,0.7054238184418267,0.2274207603645593,Inf,1,-1.0824087625166114,0.2790709364150878
ASD / CTRL,05,PLA,0.6283552917874937,0.20223131105580722,Inf,1,-1.4437180077181258,0.14881831387477765
ASD / CTRL,06,PLA,0.5984903908178609,0.19338412539854088,Inf,1,-1.5887133189543183,0.11212513056765276
ASD / CTRL,07,PLA,0.5919213707971707,0.19129267039486555,Inf,1,-1.6226058185776873,0.10467369588332232
ASD / CTRL,08,PLA,0.5227774411773636,0.16917311413074715,Inf,1,-2.004296968845262,0.04503825838584724
ASD / CTRL,09,PLA,0.5782365681228497,0.18772832088191208,Inf,1,-1.6872356786117417,0.09155804346863948
ASD / CTRL,10,PLA,0.5649459113682861,0.18371489378829087,Inf,1,-1.7559730358252759,0.07909301278249134
ASD / CTRL,11,PLA,0.5086795593458303,0.16592026468701243,Inf,1,-2.072292622554194,0.03823816001612336
ASD / CTRL,12,PLA,0.4111296607976366,0.1350178350686139,Inf,1,-2.706540336190123,0.006798832245392173
ASD / CTRL,13,PLA,0.3699275260981547,0.1218830140193897,Inf,1,-3.0182528185633326,0.0025423670928994366
ASD / CTRL,14,PLA,0.4069894252418566,0.13252284321820637,Inf,1,-2.760810828618485,0.005765806277527729
ASD / CTRL,15,PLA,0.4336114512636261,0.1415696249697312,Inf,1,-2.559366193890215,0.010486321574869277
ASD / CTRL,16,PLA,0.48672531650710055,0.15976571398600325,Inf,1,-2.1936444174949044,0.02826098257600608
ASD / CTRL,17,PLA,0.6253860331247971,0.20622135722097756,Inf,1,-1.4234585441903453,0.15460327151847975
ASD / CTRL,18,PLA,0.4933851911936374,0.1629352698136578,Inf,1,-2.139250841587055,0.032415358614036986
ASD / CTRL,19,PLA,0.5841470533172834,0.19243743635261906,Inf,1,-1.6319014446175615,0.10270024967056338
ASD / CTRL,20,PLA,0.49822173344503906,0.1643004570743123,Inf,1,-2.112690960084167,0.03462722753543881
ASD / CTRL,21,PLA,0.5227277626586112,0.17177124228993568,Inf,1,-1.9740825649290925,0.04837235549040707
ASD / CTRL,22,PLA,0.5418192557382128,0.17786243379216343,Inf,1,-1.8668315256225427,0.06192511853137672
ASD / CTRL,23,PLA,0.5658012247602993,0.18580543331378455,Inf,1,-1.7342380094664671,0.08287586145006386
ASD / CTRL,24,PLA,0.5647657876193576,0.18579541340122185,Inf,1,-1.7367255395647205,0.08243562752214517
ASD / CTRL,25,PLA,0.5643406604677998,0.18589227164505379,Inf,1,-1.73680008273566,0.0824224644604562
ASD / CTRL,26,PLA,0.6544649975921931,0.21485728841937207,Inf,1,-1.291331767450403,0.19658865955809882
ASD / CTRL,27,PLA,0.6633555172538987,0.2161992339237168,Inf,1,-1.259349649666982,0.20790406726857885
ASD / CTRL,28,PLA,0.5787143273999298,0.18858772384002204,Inf,1,-1.67840016885899,0.09326900468056996
ASD / CTRL,29,PLA,0.6256734212475481,0.20351058488607046,Inf,1,-1.4416694589076733,0.1493956433723378
ASD / CTRL,30,PLA,0.5735647581320965,0.1868862998866065,Inf,1,-1.7060411577968553,0.08800041685743233
ASD / CTRL,31,PLA,0.522676304034221,0.17112698105017712,Inf,1,-1.9816202427316962,0.04752175982844568
ASD / CTRL,32,PLA,0.5198707335991831,0.1699510003090075,Inf,1,-2.0010855013777027,0.04538317652678754
ASD / CTRL,33,PLA,0.5557313428207648,0.1815816237759158,Inf,1,-1.7979553807039648,0.07218407885145152
ASD / CTRL,34,PLA,0.5460716560987489,0.17834999617665562,Inf,1,-1.852403305612846,0.06396793098978057
ASD / CTRL,35,PLA,0.6046498604012417,0.19638960852133155,Inf,1,-1.548976102581313,0.12138746488708456
ASD / CTRL,36,PLA,0.5095137017854663,0.16563849379180168,Inf,1,-2.0741817577390957,0.03806243377362693
ASD / CTRL,37,PLA,0.3714814363530787,0.12102447764588038,Inf,1,-3.039565810186333,0.002369194345542447
