contrast,progress_bin,medication,Sex,odds.ratio,SE,df,null,z.ratio,p.value,stars,bin_medication_sex
ASD / CTRL,16,NAL,f,1.1674173012815732,0.5756501165606575,Inf,1,0.31392167130451315,0.7535805304745018,,16_NAL_f
ASD / CTRL,17,NAL,f,1.5243686555074638,0.7475522333648419,Inf,1,0.8596641264971051,0.38997421497476065,,17_NAL_f
ASD / CTRL,18,NAL,f,1.790251393903939,0.8837947054707527,Inf,1,1.179644695874243,0.23814155830865247,,18_NAL_f
ASD / CTRL,19,NAL,f,1.3283358485767691,0.6584021886956677,Inf,1,0.5728266230621332,0.5667620910389235,,19_NAL_f
ASD / CTRL,20,NAL,f,1.481087803543012,0.7143190539666987,Inf,1,0.814393728774784,0.41541943010450466,,20_NAL_f
ASD / CTRL,01,OXT,f,5.343573071410166,2.900395461310389,Inf,1,3.08760135428286,0.002017789502069034,**,01_OXT_f
ASD / CTRL,02,OXT,f,7.7924912946605795,4.2052193369081,Inf,1,3.804613966867941,1.4202551060879586e-4,**,02_OXT_f
ASD / CTRL,03,OXT,f,4.270909065731138,2.305469540885176,Inf,1,2.689525802546081,0.007155361517055477,**,03_OXT_f
ASD / CTRL,04,OXT,f,1.5431753914776294,0.7565263765848809,Inf,1,0.8849587842397318,0.3761788611917372,,04_OXT_f
ASD / CTRL,05,OXT,f,2.7939032880238672,1.3387592931484507,Inf,1,2.144199498815757,0.032016905232336176,*,05_OXT_f
ASD / CTRL,06,OXT,f,2.7155662702824395,1.3215197169486073,Inf,1,2.052827539524235,0.04008930659956193,*,06_OXT_f
ASD / CTRL,07,OXT,f,2.4654301503704112,1.1973641019214951,Inf,1,1.8580155091871084,0.06316681191424464,,07_OXT_f
ASD / CTRL,08,OXT,f,0.9725211092911281,0.4530441761723728,Inf,1,-0.059812797372576984,0.9523047329972971,,08_OXT_f
ASD / CTRL,09,OXT,f,1.365930870115436,0.6764519264512489,Inf,1,0.6296776019730937,0.5289055397032905,,09_OXT_f
ASD / CTRL,10,OXT,f,0.8008234825778136,0.3877981187089604,Inf,1,-0.4586785779433653,0.6464649996480413,,10_OXT_f
ASD / CTRL,11,OXT,f,0.9908298792565051,0.49038294145558137,Inf,1,-0.018613914353732833,0.9851491027103904,,11_OXT_f
ASD / CTRL,12,OXT,f,1.8045442714933748,0.8742938582317339,Inf,1,1.218397054806239,0.22307312377368674,,12_OXT_f
ASD / CTRL,13,OXT,f,1.6465902500785625,0.7852821894176784,Inf,1,1.0456947747964729,0.29570197603732146,,13_OXT_f
ASD / CTRL,14,OXT,f,2.1821545520463266,1.0514118938891521,Inf,1,1.6195013141158916,0.10533944397387696,,14_OXT_f
ASD / CTRL,15,OXT,f,1.8367515672156647,0.8717037893571323,Inf,1,1.2811029610346039,0.20015750395206708,,15_OXT_f
ASD / CTRL,16,OXT,f,1.532765129908639,0.7129915181385248,Inf,1,0.9181079523794042,0.3585623519218358,,16_OXT_f
ASD / CTRL,17,OXT,f,1.5715145633243661,0.7540969767973319,Inf,1,0.9420369269132901,0.3461737344670275,,17_OXT_f
ASD / CTRL,18,OXT,f,2.7762015995247626,1.3080583428928994,Inf,1,2.1671312384261636,0.03022484859401789,*,18_OXT_f
ASD / CTRL,19,OXT,f,2.4980165226690345,1.2000989399278041,Inf,1,1.9056151300670177,0.0567001576702895,,19_OXT_f
ASD / CTRL,20,OXT,f,1.55206932146922,0.7248844584919331,Inf,1,0.9412158413148821,0.34659426028916984,,20_OXT_f
ASD / CTRL,01,PLA,f,2.0026223651960753,0.9400512115084182,Inf,1,1.4794259214615912,0.13902651644933556,,01_PLA_f
ASD / CTRL,02,PLA,f,1.877546009171191,0.8592484765090455,Inf,1,1.3765394401400795,0.16865468544714604,,02_PLA_f
ASD / CTRL,03,PLA,f,2.9286613168074536,1.3396373830947605,Inf,1,2.3491279611783793,0.018817438694961327,*,03_PLA_f
ASD / CTRL,04,PLA,f,3.5445601265568727,1.626837741322954,Inf,1,2.7570888850394013,0.005831849643456003,**,04_PLA_f
ASD / CTRL,05,PLA,f,5.221960685066744,2.382299998402787,Inf,1,3.6230691029267303,2.911280044820961e-4,**,05_PLA_f
ASD / CTRL,06,PLA,f,2.719972079495552,1.2646966942970486,Inf,1,2.1520281251642426,0.03139513927863077,*,06_PLA_f
ASD / CTRL,07,PLA,f,3.6445994460095057,1.6837034001730136,Inf,1,2.799403600768007,0.0051197100864721935,**,07_PLA_f
ASD / CTRL,08,PLA,f,6.626796298160223,3.133401868876013,Inf,1,3.9995114928731805,6.347336553097945e-5,**,08_PLA_f
ASD / CTRL,09,PLA,f,2.094017892392269,0.9823951433538801,Inf,1,1.5753910290024369,0.1151662138332968,,09_PLA_f
ASD / CTRL,10,PLA,f,1.8668328943175299,0.8770212385632498,Inf,1,1.3287683115503302,0.18392441978152144,,10_PLA_f
ASD / CTRL,11,PLA,f,4.419226363053367,2.0690773015095902,Inf,1,3.173788698039809,0.0015046318418791358,**,11_PLA_f
ASD / CTRL,12,PLA,f,3.0397940339114187,1.3657363850658863,Inf,1,2.4745711689107917,0.013339624004930476,*,12_PLA_f
ASD / CTRL,13,PLA,f,1.7848889551995455,0.8300776525296809,Inf,1,1.2457707845625923,0.21284855821566478,,13_PLA_f
ASD / CTRL,14,PLA,f,2.611413357464422,1.211026216250525,Inf,1,2.069875688004487,0.03846398718338082,*,14_PLA_f
ASD / CTRL,15,PLA,f,1.6439217534935138,0.7556074773867819,Inf,1,1.0814720296079494,0.27948719611138345,,15_PLA_f
ASD / CTRL,16,PLA,f,2.3456631276872275,1.0866897206850477,Inf,1,1.8403023649449186,0.06572385837160977,,16_PLA_f
ASD / CTRL,17,PLA,f,2.229601820751018,1.074277621228969,Inf,1,1.6641378505773823,0.0960848845227142,,17_PLA_f
ASD / CTRL,18,PLA,f,2.79065545508004,1.290362750200984,Inf,1,2.2195185874453953,0.026451464101109642,*,18_PLA_f
ASD / CTRL,19,PLA,f,1.739086375111434,0.818685263984617,Inf,1,1.1754708569177093,0.23980638993835326,,19_PLA_f
ASD / CTRL,20,PLA,f,2.1218852893611726,0.9893874706165948,Inf,1,1.6134274180445731,0.10665168037674237,,20_PLA_f
ASD / CTRL,01,BOTH,m,1.0767568238204313,0.5251202758769703,Inf,1,0.1516414964437338,0.8794697024296059,,01_BOTH_m
ASD / CTRL,02,BOTH,m,1.099231039422592,0.5365815854828163,Inf,1,0.193818086728455,0.846318324391982,,02_BOTH_m
ASD / CTRL,03,BOTH,m,1.1270145135230976,0.544182730470421,Inf,1,0.2476365000332431,0.8044156671952815,,03_BOTH_m
ASD / CTRL,04,BOTH,m,2.0127997430185527,0.9790701987530156,Inf,1,1.43810636149965,0.15040387793450763,,04_BOTH_m
ASD / CTRL,05,BOTH,m,0.8921767978315353,0.4333013065348849,Inf,1,-0.234915768259683,0.8142741107007577,,05_BOTH_m
ASD / CTRL,06,BOTH,m,1.0194022715619109,0.4975746213073474,Inf,1,0.039369552108960024,0.9685957549785054,,06_BOTH_m
ASD / CTRL,07,BOTH,m,0.6835226006544621,0.3277845023561456,Inf,1,-0.7934399307915282,0.42752155392565366,,07_BOTH_m
ASD / CTRL,08,BOTH,m,0.9780426631068894,0.4667943365645163,Inf,1,-0.046518324835870664,0.9628971287891899,,08_BOTH_m
ASD / CTRL,09,BOTH,m,1.5028421598637116,0.7351044213343214,Inf,1,0.8327999286092418,0.40495757501661395,,09_BOTH_m
ASD / CTRL,10,BOTH,m,1.0750852000493334,0.5086143957267337,Inf,1,0.15303553537127515,0.8783702521670587,,10_BOTH_m
ASD / CTRL,11,BOTH,m,1.0206429995921624,0.48476503230841866,Inf,1,0.043020048381955285,0.9656855523492227,,11_BOTH_m
ASD / CTRL,12,BOTH,m,1.9563393334481196,0.9509714125482972,Inf,1,1.3805362379723842,0.1674216000784317,,12_BOTH_m
ASD / CTRL,13,BOTH,m,0.985097625921977,0.48065449200346827,Inf,1,-0.030772162149727892,0.9754512412888381,,13_BOTH_m
ASD / CTRL,14,BOTH,m,0.7136208266452376,0.3514128962320038,Inf,1,-0.6851717063148189,0.4932355757236122,,14_BOTH_m
ASD / CTRL,15,BOTH,m,1.0747920390359658,0.5229056532012013,Inf,1,0.14825185002593466,0.8821440134678895,,15_BOTH_m
ASD / CTRL,16,BOTH,m,1.0732635478928376,0.5145306390389299,Inf,1,0.1474821423122408,0.8827514739658155,,16_BOTH_m
ASD / CTRL,17,BOTH,m,1.0840034693639278,0.5304240697543535,Inf,1,0.16484341691453147,0.8690672297162685,,17_BOTH_m
ASD / CTRL,18,BOTH,m,1.2281776876859312,0.5974861686497848,Inf,1,0.4224854656031829,0.672670707315209,,18_BOTH_m
ASD / CTRL,19,BOTH,m,1.8351471911643384,0.8767899153744297,Inf,1,1.270729912239289,0.20382475030014408,,19_BOTH_m
ASD / CTRL,20,BOTH,m,1.3946877677964546,0.6780691294576136,Inf,1,0.684254084921891,0.4938147350608442,,20_BOTH_m
ASD / CTRL,01,NAL,m,0.7693315068720972,0.38472154696925265,Inf,1,-0.5243905684102504,0.6000069151358207,,01_NAL_m
ASD / CTRL,02,NAL,m,0.6952816339864343,0.3486817173959764,Inf,1,-0.7247066687263561,0.46863200310593023,,02_NAL_m
ASD / CTRL,03,NAL,m,1.012758284547181,0.5027731042571998,Inf,1,0.025537021417441644,0.979626619287121,,03_NAL_m
ASD / CTRL,04,NAL,m,0.5807543269746713,0.29356649542817154,Inf,1,-1.0750472270714058,0.28235358471380345,,04_NAL_m
ASD / CTRL,05,NAL,m,0.5625135490891083,0.28415008963693617,Inf,1,-1.1389634904903663,0.25471838228665955,,05_NAL_m
ASD / CTRL,06,NAL,m,1.288355456109616,0.6163627691824252,Inf,1,0.5296007684746373,0.5963887614354054,,06_NAL_m
ASD / CTRL,07,NAL,m,0.6362826448785681,0.31521495031349916,Inf,1,-0.9126193920236204,0.36144275173504065,,07_NAL_m
ASD / CTRL,08,NAL,m,0.6767482805906867,0.3345536535938547,Inf,1,-0.7898295240898976,0.4296273342513472,,08_NAL_m
ASD / CTRL,09,NAL,m,0.6020887051060572,0.29156614925706376,Inf,1,-1.0476867861984176,0.2947829375232404,,09_NAL_m
ASD / CTRL,10,NAL,m,0.7632023536050984,0.38138246277823307,Inf,1,-0.5407740936711231,0.5886633011799259,,10_NAL_m
ASD / CTRL,11,NAL,m,0.6530896533461463,0.3157726706967871,Inf,1,-0.88114934057056,0.3782369945505667,,11_NAL_m
ASD / CTRL,12,NAL,m,0.41179689199455927,0.20382032486257892,Inf,1,-1.7925420874215532,0.07304617368418288,,12_NAL_m
ASD / CTRL,13,NAL,m,0.5043925226045383,0.24804686166998913,Inf,1,-1.3916986976121561,0.16401365687299213,,13_NAL_m
ASD / CTRL,14,NAL,m,0.4310937517577868,0.20893722554663546,Inf,1,-1.7360960039907185,0.08254686082909142,,14_NAL_m
ASD / CTRL,15,NAL,m,0.46110143517575236,0.21227068875575458,Inf,1,-1.6816065779476947,0.09264515422400403,,15_NAL_m
ASD / CTRL,16,NAL,m,0.2690514122301102,0.13350082191429782,Inf,1,-2.645863098373397,0.008148278585445992,**,16_NAL_m
ASD / CTRL,17,NAL,m,0.4206282263868324,0.21326183474769922,Inf,1,-1.7080718151847631,0.08762301788574504,,17_NAL_m
ASD / CTRL,18,NAL,m,0.27026728206287187,0.13523914821110605,Inf,1,-2.614646336276968,0.008931988905325827,**,18_NAL_m
ASD / CTRL,19,NAL,m,0.630408561395697,0.3201063692364971,Inf,1,-0.9086430121545,0.36353859454103526,,19_NAL_m
ASD / CTRL,20,NAL,m,0.9536664874010901,0.47899614962334464,Inf,1,-0.09445408334405545,0.9247484554959882,,20_NAL_m
ASD / CTRL,01,OXT,m,0.7397582380772197,0.34722413913535966,Inf,1,-0.6421981371894531,0.5207445423694004,,01_OXT_m
ASD / CTRL,02,OXT,m,0.7638482364917476,0.362368583922316,Inf,1,-0.5678476196470198,0.5701384418615274,,02_OXT_m
ASD / CTRL,03,OXT,m,0.6216378882752033,0.29534237981799843,Inf,1,-1.0006187265696527,0.31701117306208615,,03_OXT_m
ASD / CTRL,04,OXT,m,0.7851898545824278,0.3738035259295872,Inf,1,-0.5079734224703365,0.6114719820890326,,04_OXT_m
ASD / CTRL,05,OXT,m,0.8995831888675175,0.42059829132440985,Inf,1,-0.22633773179747693,0.8209387539907851,,05_OXT_m
ASD / CTRL,06,OXT,m,0.5661587185899939,0.27128049254407793,Inf,1,-1.1872465736173565,0.2351303750375408,,06_OXT_m
ASD / CTRL,07,OXT,m,0.752880105298314,0.349938465431631,Inf,1,-0.6106915983036555,0.5414037692048494,,07_OXT_m
ASD / CTRL,08,OXT,m,1.0648626957062075,0.4992477448721402,Inf,1,0.13404611165785957,0.8933661116061143,,08_OXT_m
ASD / CTRL,09,OXT,m,1.3570746687884696,0.611123560993371,Inf,1,0.6780257557144193,0.49775536304412943,,09_OXT_m
ASD / CTRL,10,OXT,m,1.3932772941754044,0.652632292235094,Inf,1,0.7080443213840613,0.47891773430886014,,10_OXT_m
ASD / CTRL,11,OXT,m,0.9395827605187457,0.43918095658781536,Inf,1,-0.13332593005789276,0.8939356214412026,,11_OXT_m
ASD / CTRL,12,OXT,m,0.7805804272543002,0.36741355643810325,Inf,1,-0.526282788017881,0.5986917401022063,,12_OXT_m
ASD / CTRL,13,OXT,m,0.9913802620468363,0.4598244465841981,Inf,1,-0.01866469012767005,0.9851085965413179,,13_OXT_m
ASD / CTRL,14,OXT,m,0.8741369774766397,0.4130366997786804,Inf,1,-0.28468977402956863,0.775881825746095,,14_OXT_m
ASD / CTRL,15,OXT,m,0.6862954395003699,0.3236993685994307,Inf,1,-0.7981291755833001,0.4247955321316871,,15_OXT_m
ASD / CTRL,16,OXT,m,0.7863675658637795,0.37230734474329297,Inf,1,-0.5076141274349277,0.6117239811247659,,16_OXT_m
ASD / CTRL,17,OXT,m,0.6762704387371548,0.317084777705367,Inf,1,-0.8342609565285526,0.40413394811162967,,17_OXT_m
ASD / CTRL,18,OXT,m,0.4112788325609486,0.19102235172001672,Inf,1,-1.9129416292173937,0.05575552544378325,,18_OXT_m
ASD / CTRL,19,OXT,m,0.6127077487008162,0.28455243660001955,Inf,1,-1.054798337107014,0.29151756530823075,,19_OXT_m
ASD / CTRL,20,OXT,m,0.8032533497608176,0.3714380995140375,Inf,1,-0.47378243995774155,0.635655057951189,,20_OXT_m
ASD / CTRL,01,PLA,m,1.175084837505393,0.5788888662264788,Inf,1,0.32750430461147617,0.7432864877183765,,01_PLA_m
ASD / CTRL,02,PLA,m,0.8983790167944934,0.4416857347069867,Inf,1,-0.2179676440931969,0.8274543215776816,,02_PLA_m
ASD / CTRL,03,PLA,m,1.0581414767831128,0.5134412203264328,Inf,1,0.11646874687522232,0.9072810538806759,,03_PLA_m
ASD / CTRL,04,PLA,m,0.6038926628994817,0.29510715769091067,Inf,1,-1.0320948687347948,0.302027677417458,,04_PLA_m
ASD / CTRL,05,PLA,m,0.8351509544913828,0.413496494456241,Inf,1,-0.3638396509557691,0.7159777517836621,,05_PLA_m
ASD / CTRL,06,PLA,m,0.5601146783984907,0.2690444797944023,Inf,1,-1.2066783905264091,0.22755602432747637,,06_PLA_m
ASD / CTRL,07,PLA,m,1.4387714751288287,0.6991997487797823,Inf,1,0.7485845220583301,0.4541076639284645,,07_PLA_m
ASD / CTRL,08,PLA,m,1.3167546621587278,0.6037245649373877,Inf,1,0.600160337148508,0.5483993840750825,,08_PLA_m
ASD / CTRL,09,PLA,m,1.1496046269313156,0.5593067716814295,Inf,1,0.2865612909456139,0.7744482571921067,,09_PLA_m
ASD / CTRL,10,PLA,m,0.8045940706150623,0.3853939343806923,Inf,1,-0.4539063184769832,0.6498962556389949,,10_PLA_m
ASD / CTRL,11,PLA,m,0.7694003741443444,0.3704111652279477,Inf,1,-0.5445125810645706,0.5860887932258587,,11_PLA_m
ASD / CTRL,12,PLA,m,1.3822935854217273,0.6755268606785773,Inf,1,0.6624598832079069,0.5076765367000127,,12_PLA_m
ASD / CTRL,13,PLA,m,1.2480852985992072,0.6172085287583797,Inf,1,0.4481288555911455,0.654060203989243,,13_PLA_m
ASD / CTRL,14,PLA,m,0.5408592383680326,0.26474380303045214,Inf,1,-1.2555914081786608,0.20926414803164078,,14_PLA_m
ASD / CTRL,15,PLA,m,1.1360925808266837,0.5485988017260551,Inf,1,0.2642359430812816,0.7915981164046791,,15_PLA_m
ASD / CTRL,16,PLA,m,1.3137016379021482,0.6359573594510957,Inf,1,0.563625768157429,0.573008846223179,,16_PLA_m
ASD / CTRL,17,PLA,m,1.0884628172403754,0.5168975414540329,Inf,1,0.17849788845536993,0.858331979337008,,17_PLA_m
ASD / CTRL,18,PLA,m,0.7477018118290091,0.36330009301369104,Inf,1,-0.5983898007179842,0.5495798696149239,,18_PLA_m
ASD / CTRL,19,PLA,m,1.7409806197879327,0.8527083168524671,Inf,1,1.1320214951597785,0.2576253975511925,,19_PLA_m
ASD / CTRL,20,PLA,m,2.233641738654035,1.0830852723431263,Inf,1,1.6573292724508673,0.0974529222103196,,20_PLA_m
