model,term,Estimate,Std. Error,z value,p_value,p_display,sig,significant_0_05,trait,selected_model
AQ_main_analogue,AQ_z:fix.Q:medicationPLA,-0.10729693113929321,0.1638071342348176,-0.6550198905591195,0.5124549477899742,0.512,,FALSE,AQ,main_analogue
AQ_main_analogue,AQ_z:fix.C:medicationPLA,-0.08860543290538367,0.17009849302782054,-0.5209066307888558,0.6024318160294637,0.602,,FALSE,AQ,main_analogue
AQ_main_analogue,AQ_z:fix.L:Sexm,-0.19607721381033502,0.11489289429281851,-1.706608707328831,0.0878948056695169,0.088,.,FALSE,AQ,main_analogue
AQ_main_analogue,AQ_z:fix.Q:Sexm,-0.1359673745225464,0.118412025119772,-1.1482564746698438,0.2508627015180641,0.251,,FALSE,AQ,main_analogue
AQ_main_analogue,AQ_z:fix.C:Sexm,-0.16460215604851727,0.12182720399444241,-1.351111661858596,0.1766596663294459,0.177,,FALSE,AQ,main_analogue
AQ_best_aic,(Intercept),-1.1664599230832986,0.08091826284336934,-14.415286266601823,4.147161035694782e-47,<0.001,***,TRUE,AQ,trait_aoi
AQ_best_aic,AQ_z,-0.014071871574508359,0.029513122300071228,-0.476800503566998,0.6335041871181712,0.634,,FALSE,AQ,trait_aoi
AQ_best_aic,fix.L,0.6900853096369222,0.12307301385349045,5.607121236654032,2.057195643263832e-8,<0.001,***,TRUE,AQ,trait_aoi
AQ_best_aic,fix.Q,1.133557198967839,0.12967753623741696,8.741353605704642,2.3033385459110086e-18,<0.001,***,TRUE,AQ,trait_aoi
AQ_best_aic,fix.C,-0.006178118629374404,0.13478702007132481,-0.045836154149747864,0.9634408422375413,0.963,,FALSE,AQ,trait_aoi
AQ_best_aic,medicationNAL,0.07323348980516596,0.08277867682826547,0.8846902682087784,0.3763237058786135,0.376,,FALSE,AQ,trait_aoi
AQ_best_aic,medicationOXT,-0.002068524016332336,0.08268687665151743,-0.02501635205124628,0.9800419206395296,0.980,,FALSE,AQ,trait_aoi
AQ_best_aic,medicationPLA,0.010456190221101516,0.0839050295457613,0.12461934973038502,0.9008249089464732,0.901,,FALSE,AQ,trait_aoi
AQ_best_aic,Sexm,0.04634206034154711,0.05927344662671693,0.7818350876977496,0.4343114973763148,0.434,,FALSE,AQ,trait_aoi
AQ_best_aic,sessionsession_2,-0.033057395877849984,0.0830574852201481,-0.3980062217177618,0.6906255995489081,0.691,,FALSE,AQ,trait_aoi
AQ_best_aic,sessionsession_3,-0.014799332164412735,0.08244367918376036,-0.17950839058778792,0.857538529602587,0.858,,FALSE,AQ,trait_aoi
AQ_best_aic,sessionsession_4,-0.018540251547372304,0.08253443773113903,-0.22463655241425776,0.8222620268049752,0.822,,FALSE,AQ,trait_aoi
AQ_best_aic,AQ_z:fix.L,0.18525380559060348,0.05689367947181911,3.2561403535583318,0.001129379083516498,0.001,**,TRUE,AQ,trait_aoi
AQ_best_aic,AQ_z:fix.Q,0.10478440935510591,0.05898089873115551,1.7765821072467922,0.07563702170616336,0.076,.,FALSE,AQ,trait_aoi
AQ_best_aic,AQ_z:fix.C,0.1280506710955949,0.06102888483083738,2.09819778700744,0.03588767703535897,0.036,*,TRUE,AQ,trait_aoi
AQ_best_aic,fix.L:medicationNAL,-5.347150646269035e-4,0.15900002256512,-0.0033629873505703796,0.9973167293726293,0.997,,FALSE,AQ,trait_aoi
AQ_best_aic,fix.Q:medicationNAL,-0.12325896627955296,0.16535337135366115,-0.7454275970940089,0.45601326575581985,0.456,,FALSE,AQ,trait_aoi
AQ_best_aic,fix.C:medicationNAL,0.09506479268378365,0.17148126006794792,0.5543742368473096,0.5793227539687158,0.579,,FALSE,AQ,trait_aoi
AQ_best_aic,fix.L:medicationOXT,-0.09876961789860511,0.15762447017780018,-0.6266134806809699,0.5309126295535684,0.531,,FALSE,AQ,trait_aoi
AQ_best_aic,fix.Q:medicationOXT,-0.07338262252903972,0.16436516000059156,-0.44646093204165416,0.6552643271839798,0.655,,FALSE,AQ,trait_aoi
AQ_best_aic,fix.C:medicationOXT,-0.10359207147130696,0.17077905638008592,-0.6065853370260602,0.5441261335916849,0.544,,FALSE,AQ,trait_aoi
AQ_best_aic,fix.L:medicationPLA,-0.018148645094550993,0.15804094072116356,-0.11483508647655546,0.9085758380222431,0.909,,FALSE,AQ,trait_aoi
AQ_best_aic,fix.Q:medicationPLA,0.11580306682383346,0.16491317685826826,0.7022062701718395,0.4825505358918935,0.483,,FALSE,AQ,trait_aoi
AQ_best_aic,fix.C:medicationPLA,-0.02831688729661777,0.1715333820334836,-0.16508091288662557,0.8688802961952877,0.869,,FALSE,AQ,trait_aoi
AQ_best_aic,fix.L:Sexm,-0.47100417066526123,0.11377701566816784,-4.1397128224821005,3.4774086412360235e-5,<0.001,***,TRUE,AQ,trait_aoi
AQ_best_aic,fix.Q:Sexm,-0.38651347102791567,0.11862264087324895,-3.258344850380749,0.0011206413531491574,0.001,**,TRUE,AQ,trait_aoi
AQ_best_aic,fix.C:Sexm,-0.3303944386025849,0.12325664247415216,-2.6805406343262277,0.00735033398609549,0.007,**,TRUE,AQ,trait_aoi
SIAS_main_analogue,(Intercept),-1.1601802609870415,0.08146925651693365,-14.240712516455753,5.12023244141456e-46,<0.001,***,TRUE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z,-0.02685009804587592,0.06566220650155527,-0.40891251568343123,0.682603863868088,0.683,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.L,0.6983423871905349,0.124449563741738,5.6114490577062925,2.0063935566471008e-8,<0.001,***,TRUE,SIAS,main_analogue
SIAS_main_analogue,fix.Q,1.109898474312623,0.13115341879844705,8.462596587118208,2.6148901126068153e-17,<0.001,***,TRUE,SIAS,main_analogue
SIAS_main_analogue,fix.C,-0.001733487527141892,0.13643374744389394,-0.012705709251699322,0.9898625835104717,0.990,,FALSE,SIAS,main_analogue
SIAS_main_analogue,medicationNAL,0.0709118319527474,0.08236934551318895,0.8609007575687612,0.3892927043956764,0.389,,FALSE,SIAS,main_analogue
SIAS_main_analogue,medicationOXT,-0.004290051321517418,0.08263549606348661,-0.05191535751442078,0.9585961372506816,0.959,,FALSE,SIAS,main_analogue
SIAS_main_analogue,medicationPLA,0.005463056299662043,0.08328222365353853,0.06559690723903872,0.9476987514776399,0.948,,FALSE,SIAS,main_analogue
SIAS_main_analogue,Sexm,0.060824105753993975,0.06032977486731668,1.008193812885337,0.31336142756887986,0.313,,FALSE,SIAS,main_analogue
SIAS_main_analogue,sessionsession_2,-0.03919687048570579,0.08226962921642046,-0.4764439910455116,0.6337581006092166,0.634,,FALSE,SIAS,main_analogue
SIAS_main_analogue,sessionsession_3,-0.021696004061524776,0.0827389080358597,-0.2622225090536795,0.7931499006783177,0.793,,FALSE,SIAS,main_analogue
SIAS_main_analogue,sessionsession_4,-0.021437799833508547,0.08221958203071951,-0.260738370398171,0.7942942739494406,0.794,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.L,0.09399836777968362,0.12410680910187724,0.7573989570751264,0.4488108807645201,0.449,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.Q,0.2770571762389793,0.1310746546395739,2.113735695133623,0.03453784796727446,0.035,*,TRUE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.C,0.04331986952556616,0.13753604745486997,0.31497102270429,0.7527836554243934,0.753,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:medicationNAL,-0.002229975012416054,0.0832611683345667,-0.026782893598794932,0.9786328972548578,0.979,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:medicationOXT,-0.02285145752064169,0.08371370320121987,-0.2729715285168355,0.7848751016585424,0.785,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:medicationPLA,0.01602865156381165,0.08315324923468818,0.19276037570790613,0.8471466370394387,0.847,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.L:medicationNAL,0.006626207929011628,0.15810063832335378,0.04191132938666219,0.9665693847903507,0.967,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.Q:medicationNAL,-0.10989727910493906,0.16445446788415977,-0.6682535325361285,0.5039717693331189,0.504,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.C:medicationNAL,0.08975422923482958,0.17060809841301802,0.5260842250146139,0.5988296886193645,0.599,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.L:medicationOXT,-0.09990598810318811,0.15763132941004668,-0.6337952517250075,0.5262144523880266,0.526,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.Q:medicationOXT,-0.07340129473440761,0.16432469291660792,-0.44668450877104365,0.6551028684308042,0.655,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.C:medicationOXT,-0.10794165846647755,0.17070352177917653,-0.632334103839473,0.5271685831982489,0.527,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.L:medicationPLA,-0.004700465528705866,0.156890646519829,-0.029960138688776363,0.9760988436066667,0.976,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.Q:medicationPLA,0.1341328564168667,0.1639445828900121,0.8181597345418505,0.41326598365081296,0.413,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.C:medicationPLA,-0.03843633543770214,0.1707411943397848,-0.22511459865515304,0.8218901243536869,0.822,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:Sexm,0.06763500891307224,0.06072520380960932,1.113788092422499,0.26537010655244514,0.265,,FALSE,SIAS,main_analogue
SIAS_main_analogue,fix.L:Sexm,-0.44894054760101737,0.11619208206659913,-3.8637791802688675,1.1164615726008897e-4,<0.001,***,TRUE,SIAS,main_analogue
SIAS_main_analogue,fix.Q:Sexm,-0.3738220238618349,0.1207163198704401,-3.096698311073787,0.001956889202618426,0.002,**,TRUE,SIAS,main_analogue
SIAS_main_analogue,fix.C:Sexm,-0.3028709927014117,0.1250623207229964,-2.421760534671735,0.015445524847021252,0.015,*,TRUE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.L:medicationNAL,0.05022541985374977,0.1591628486972626,0.31555994545738225,0.7523365441509934,0.752,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.Q:medicationNAL,-0.12397382777301527,0.16621158780245873,-0.7458795708056003,0.4557401671214768,0.456,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.C:medicationNAL,0.04339889538715196,0.17283443651152433,0.25110097422198724,0.801736042711629,0.802,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.L:medicationOXT,0.06420979423827555,0.15893176581394364,0.4040085624760749,0.6862064227115232,0.686,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.Q:medicationOXT,-0.19787289405455033,0.16637437404669211,-1.1893231465983958,0.23431253032906998,0.234,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.C:medicationOXT,0.09526274405737062,0.17346548018816063,0.5491740717175411,0.5828859962580144,0.583,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.L:medicationPLA,-0.0846963771368386,0.15775210364480047,-0.5368953895381553,0.5913398758654291,0.591,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.Q:medicationPLA,-0.10824502051476464,0.16499763168424683,-0.6560398437834023,0.5117984883130262,0.512,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.C:medicationPLA,-0.01838524550257696,0.17190676713982306,-0.1069489340557666,0.9148294920180107,0.915,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.L:Sexm,0.1160695633576927,0.11669690449405254,0.9946241835712805,0.3199190810307817,0.320,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.Q:Sexm,-0.15899734856247616,0.1213503584641751,-1.3102338598316967,0.19011673444231544,0.190,,FALSE,SIAS,main_analogue
SIAS_main_analogue,SIAS_z:fix.C:Sexm,0.09511722020664998,0.12577582520951414,0.7562440560275089,0.44950288299126395,0.450,,FALSE,SIAS,main_analogue
SIAS_best_aic,(Intercept),-1.1756503604942052,0.08108060702236489,-14.49977255559914,1.2155198617856585e-47,<0.001,***,TRUE,SIAS,trait_aoi
SIAS_best_aic,SIAS_z,0.004487637506970092,0.030459601831724907,0.14733080004663868,0.8828709228155428,0.883,,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.L,0.6828821792960249,0.12375725424732838,5.517916371441852,3.430425971610974e-8,<0.001,***,TRUE,SIAS,trait_aoi
SIAS_best_aic,fix.Q,1.1328292394831878,0.13065572509426004,8.67033755058128,4.308412278425491e-18,<0.001,***,TRUE,SIAS,trait_aoi
SIAS_best_aic,fix.C,-0.01532406617423198,0.13603612330563278,-0.11264703669777,0.9103103924579481,0.910,,FALSE,SIAS,trait_aoi
SIAS_best_aic,medicationNAL,0.07414446480798445,0.08248945237798246,0.8988357016632905,0.36874018052700214,0.369,,FALSE,SIAS,trait_aoi
SIAS_best_aic,medicationOXT,-0.0017461298359803142,0.08277402152143498,-0.021095143184847436,0.9831697592112102,0.983,,FALSE,SIAS,trait_aoi
SIAS_best_aic,medicationPLA,0.005774122167705237,0.08350915356361481,0.0691435839222904,0.9448753290664845,0.945,,FALSE,SIAS,trait_aoi
SIAS_best_aic,Sexm,0.06129329493430592,0.060952589610636154,1.0055896775813167,0.3146129914084341,0.315,,FALSE,SIAS,trait_aoi
SIAS_best_aic,sessionsession_2,-0.02872075472207097,0.08216292624971866,-0.3495585665337633,0.7266700105255695,0.727,,FALSE,SIAS,trait_aoi
SIAS_best_aic,sessionsession_3,-0.012999117774368508,0.08219614581986204,-0.15814753410527158,0.87434054507502,0.874,,FALSE,SIAS,trait_aoi
SIAS_best_aic,sessionsession_4,-0.014774285253308801,0.08214701046918017,-0.17985177024612237,0.8572689394405011,0.857,,FALSE,SIAS,trait_aoi
SIAS_best_aic,SIAS_z:fix.L,0.1526195094991795,0.058137110343461605,2.6251650382610365,0.00866069768206847,0.009,**,TRUE,SIAS,trait_aoi
SIAS_best_aic,SIAS_z:fix.Q,0.09001983522511467,0.060858281407595076,1.4791714971740928,0.1390944853060995,0.139,,FALSE,SIAS,trait_aoi
SIAS_best_aic,SIAS_z:fix.C,0.12057616025226343,0.06350712255857296,1.8986242077186757,0.05761390321969896,0.058,.,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.L:medicationNAL,0.008924771971385114,0.15827984455636954,0.056386029417704285,0.9550342861583897,0.955,,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.Q:medicationNAL,-0.11307299595030687,0.16469507897251734,-0.6865596510577912,0.4923602622568043,0.492,,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.C:medicationNAL,0.08956723876397317,0.17088763251791536,0.5241294378315131,0.6001885148611654,0.600,,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.L:medicationOXT,-0.09943496008787706,0.15782207414660832,-0.6300446919453565,0.5286653442247402,0.529,,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.Q:medicationOXT,-0.07685022995118701,0.16454859333621072,-0.4670366874189211,0.6404736300802112,0.640,,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.C:medicationOXT,-0.10713144364625836,0.1709616197218726,-0.6266403174030768,0.5308950339479601,0.531,,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.L:medicationPLA,-0.0031274402075043718,0.15754874295231303,-0.019850619871026123,0.9841625370071236,0.984,,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.Q:medicationPLA,0.12769848006734444,0.16438172060787368,0.776841120747022,0.43725251270917354,0.437,,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.C:medicationPLA,-0.040820031298179404,0.17098985537294734,-0.23872779592184876,0.8113166617967695,0.811,,FALSE,SIAS,trait_aoi
SIAS_best_aic,fix.L:Sexm,-0.44926340607387677,0.11636433430071345,-3.8608342390622195,1.1300054736903123e-4,<0.001,***,TRUE,SIAS,trait_aoi
SIAS_best_aic,fix.Q:Sexm,-0.37563343092423507,0.12195861685098502,-3.0800073059470843,0.002069955172714111,0.002,**,TRUE,SIAS,trait_aoi
SIAS_best_aic,fix.C:Sexm,-0.29990428012359893,0.12728639183607218,-2.3561378070158154,0.018466065751490245,0.018,*,TRUE,SIAS,trait_aoi
