model,term,Estimate,Std. Error,z value,p_value,p_display,sig,significant_0_05
medication_type_base,fix.C:Sexm,-0.7206504451441784,0.17625855073162755,-4.088598494387065,4.339872716219508e-5,<0.001,***,TRUE
medication_type_overall,(Intercept),-1.1651923905433144,0.13411479021078063,-8.688023063765357,3.688009301159534e-18,<0.001,***,TRUE
medication_type_overall,fix.L,1.0053557453911477,0.17729419933268603,5.67055069582189,1.4233924155968957e-8,<0.001,***,TRUE
medication_type_overall,fix.Q,1.3686863510621483,0.18663920196867714,7.333327278648829,2.2450777260215032e-13,<0.001,***,TRUE
medication_type_overall,fix.C,0.26535487951945846,0.19341350344945127,1.371956325628573,0.1700770342541865,0.170,,FALSE
medication_type_overall,medicationNAL/PLA,0.07744650835854866,0.12028510973519137,0.6438578185533336,0.5196676367899691,0.520,,FALSE
medication_type_overall,medicationPLA/OXT,0.00305555141171389,0.1179729434542252,0.02590044227301557,0.979336747283212,0.979,,FALSE
medication_type_overall,medicationPLA/PLA,-0.00581042957919384,0.12238105801760428,-0.047478177369229976,0.9621321226546299,0.962,,FALSE
medication_type_overall,Sexm,0.05147458817648387,0.0913027975028858,0.5637788718889684,0.572904632463687,0.573,,FALSE
medication_type_overall,sessionsession_2,0.0011087511429013221,0.1165948981162629,0.009509431036988668,0.9924126861462926,0.992,,FALSE
medication_type_overall,sessionsession_3,0.007299153031862205,0.11854793733815562,0.061571320393719854,0.9509042166051128,0.951,,FALSE
medication_type_overall,sessionsession_4,0.031650224983342176,0.11802435867769072,0.2681668880724432,0.7885708612934774,0.789,,FALSE
medication_type_overall,medication_type_groupSSRI/SNRI only,-0.1450792845604826,0.12268792707118174,-1.1825066086275118,0.23700474485760975,0.237,,FALSE
medication_type_overall,medication_type_groupOther/multiple medication,-0.018428353626693195,0.09703432290483964,-0.18991582643149532,0.8493750904712895,0.849,,FALSE
medication_type_overall,fix.L:medicationNAL/PLA,-0.09345641678503666,0.22901909803092915,-0.40807259127540235,0.6832203818174282,0.683,,FALSE
medication_type_overall,fix.Q:medicationNAL/PLA,-0.17707313993419335,0.23920788215706884,-0.740247931370102,0.4591495686891893,0.459,,FALSE
medication_type_overall,fix.C:medicationNAL/PLA,0.03846181233275468,0.24906886586518098,0.1544224012067962,0.8772766918951727,0.877,,FALSE
medication_type_overall,fix.L:medicationPLA/OXT,-0.1339162709689263,0.22553725325555815,-0.5937656375427462,0.5526688750358673,0.553,,FALSE
medication_type_overall,fix.Q:medicationPLA/OXT,-0.2821049800551042,0.23553999824189223,-1.1976945833437223,0.23103593882875398,0.231,,FALSE
medication_type_overall,fix.C:medicationPLA/OXT,0.023884839027837893,0.24481201484888845,0.0975639984115197,0.9222785131801787,0.922,,FALSE
medication_type_overall,fix.L:medicationPLA/PLA,0.18673372841644267,0.23162494130802647,0.8061900733225218,0.42013326153091457,0.420,,FALSE
medication_type_overall,fix.Q:medicationPLA/PLA,-0.042489639225413676,0.24135225055259243,-0.17604824122472756,0.860256043233868,0.860,,FALSE
medication_type_overall,fix.C:medicationPLA/PLA,6.075437238623609e-4,0.2511105353502967,0.002419427456577413,0.9980695780697435,0.998,,FALSE
medication_type_overall,fix.L:Sexm,-0.8730931010267201,0.16308826325924494,-5.353500513024976,8.626879054370363e-8,<0.001,***,TRUE
medication_type_overall,fix.Q:Sexm,-0.5218206205048044,0.17052498675237107,-3.060083043797971,0.0022127562769116713,0.002,**,TRUE
medication_type_overall,fix.C:Sexm,-0.7334332693195244,0.17643655177854217,-4.156923618866161,3.225617735699929e-5,<0.001,***,TRUE
medication_type_aoi,(Intercept),-1.1539608343756564,0.1318497192969673,-8.752091703559653,2.094341018817864e-18,<0.001,***,TRUE
medication_type_aoi,fix.L,1.1222910749290882,0.21476779227753087,5.225602326250215,1.7358908772041444e-7,<0.001,***,TRUE
medication_type_aoi,fix.Q,1.1927292337601785,0.2318963731402361,5.143371660404935,2.698510221590585e-7,<0.001,***,TRUE
medication_type_aoi,fix.C,0.5782257933318261,0.24730215029184902,2.3381349197709915,0.019380250250113876,0.019,*,TRUE
medication_type_aoi,medicationNAL/PLA,0.07380821047886985,0.11767964729059151,0.6271960545276959,0.5305307291702868,0.531,,FALSE
medication_type_aoi,medicationPLA/OXT,-0.008302703722142075,0.11549172380463457,-0.07189003201811155,0.9426894228218113,0.943,,FALSE
medication_type_aoi,medicationPLA/PLA,-0.016715192010424516,0.1197818034948066,-0.139547005661417,0.889017914129537,0.889,,FALSE
medication_type_aoi,Sexm,0.02997134635957052,0.09185685374801188,0.32628318015104246,0.7442101128010075,0.744,,FALSE
medication_type_aoi,sessionsession_2,0.009894332258104693,0.11408323328328926,0.08672906590519994,0.9308868722104373,0.931,,FALSE
medication_type_aoi,sessionsession_3,0.014781136151212305,0.1160307671628378,0.12738979938371373,0.8986318893770816,0.899,,FALSE
medication_type_aoi,sessionsession_4,0.03932392866649915,0.11576124549620889,0.339698562311918,0.734083544540719,0.734,,FALSE
medication_type_aoi,medication_type_groupSSRI/SNRI only,-0.21676988000166814,0.1274491038673953,-1.7008348699509637,0.08897399942537544,0.089,.,FALSE
medication_type_aoi,medication_type_groupOther/multiple medication,-0.031425677265923324,0.09515234634818114,-0.3302669715671603,0.7411982469294607,0.741,,FALSE
medication_type_aoi,fix.L:medicationNAL/PLA,-0.08285872123995083,0.22331611257105086,-0.3710378095247752,0.7106093705936372,0.711,,FALSE
medication_type_aoi,fix.Q:medicationNAL/PLA,-0.16476113599871592,0.23412160879806118,-0.7037416872563381,0.4815936542288814,0.482,,FALSE
medication_type_aoi,fix.C:medicationNAL/PLA,0.028015918123041387,0.24443329361042063,0.11461580257431436,0.9087496536156306,0.909,,FALSE
medication_type_aoi,fix.L:medicationPLA/OXT,-0.09293634938406416,0.22044961513673456,-0.42157637393206654,0.6733342541958383,0.673,,FALSE
medication_type_aoi,fix.Q:medicationPLA/OXT,-0.2814541697896483,0.2308290813251823,-1.2193185025640143,0.2227233286559758,0.223,,FALSE
medication_type_aoi,fix.C:medicationPLA/OXT,0.031132933434240895,0.24038693978643783,0.1295117507710681,0.8969527274885208,0.897,,FALSE
medication_type_aoi,fix.L:medicationPLA/PLA,0.20973757250139216,0.2257399641499967,0.9291113927971943,0.3528313608280061,0.353,,FALSE
medication_type_aoi,fix.Q:medicationPLA/PLA,-0.019136795249772635,0.2365828046512808,-0.08088836074954797,0.9355307364091446,0.936,,FALSE
medication_type_aoi,fix.C:medicationPLA/PLA,-0.013833013180021832,0.24721378210518494,-0.05595567149300818,0.9553771208227693,0.955,,FALSE
medication_type_aoi,fix.L:Sexm,-0.872215120706018,0.1678023279324298,-5.197872588854901,2.0158221349051582e-7,<0.001,***,TRUE
medication_type_aoi,fix.Q:Sexm,-0.426067871557309,0.18304392943191408,-2.3276809718827156,0.019929050267794932,0.020,*,TRUE
medication_type_aoi,fix.C:Sexm,-0.8666394027577177,0.19821312893401946,-4.372260341272357,1.2296676804475543e-5,<0.001,***,TRUE
medication_type_aoi,fix.L:medication_type_groupSSRI/SNRI only,0.36176459838176067,0.23322994785322138,1.5511069728036384,0.12087605046748363,0.121,,FALSE
medication_type_aoi,fix.Q:medication_type_groupSSRI/SNRI only,0.22748324790477711,0.2546693098600088,0.8932495557859885,0.3717235452845362,0.372,,FALSE
medication_type_aoi,fix.C:medication_type_groupSSRI/SNRI only,-0.13442195684159983,0.27452110602239393,-0.4896598253929314,0.6243746348614105,0.624,,FALSE
medication_type_aoi,fix.L:medication_type_groupOther/multiple medication,-0.5147346116498386,0.18091558889797574,-2.845164503431014,0.004438849231546777,0.004,**,TRUE
